Old Path,New Path,Filename,Priority,Description,Status
/Users/steven/Music/analysis/DescriptiveOrigins_(Remix)_analysis.txt,~/Documents/CsV/Automation/DescriptiveOrigins_(Remix)_analysis.txt,DescriptiveOrigins_(Remix)_analysis.txt,27.35,Medium file | Markdown content | Automation Scripts related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Kings_and_Queens_of_Litter_(Remastered)1_bundle.txt,~/Documents/CsV/Automation/Kings_and_Queens_of_Litter_(Remastered)1_bundle.txt,Kings_and_Queens_of_Litter_(Remastered)1_bundle.txt,24.57,Medium file | Markdown content | Automation Scripts related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,~/Documents/CsV/Automation/Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,23.59,Medium file | Text content | Automation Scripts related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Echoes_of_the_Junkyard-v4_analysis.txt,~/Documents/CsV/Automation/Echoes_of_the_Junkyard-v4_analysis.txt,Echoes_of_the_Junkyard-v4_analysis.txt,22.33,Medium file | Text content | Automation Scripts related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Drink_of_Me_Beast_Remix_1_analysis.txt,~/Documents/CsV/Automation/Drink_of_Me_Beast_Remix_1_analysis.txt,Drink_of_Me_Beast_Remix_1_analysis.txt,20.04,Medium file | Markdown content | Automation Scripts related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_Scraps_Remastered311_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_Scraps_Remastered311_analysis.txt,Junkyard_Symphony_Scraps_Remastered311_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_analysis.txt,Junkyard_Symphony_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_9347_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_9347_analysis.txt,Junkyard_Symphony_9347_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_6400_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_6400_analysis.txt,Junkyard_Symphony_6400_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_Scraps2_Remastered311_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_Scraps2_Remastered311_analysis.txt,Junkyard_Symphony_Scraps2_Remastered311_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_21239_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_21239_analysis.txt,Junkyard_Symphony_21239_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_Scraps311_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_Scraps311_analysis.txt,Junkyard_Symphony_Scraps311_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_15311_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_15311_analysis.txt,Junkyard_Symphony_15311_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_14311_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_14311_analysis.txt,Junkyard_Symphony_14311_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_Scraps2311_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_Scraps2311_analysis.txt,Junkyard_Symphony_Scraps2311_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Junkyard_Symphony_Scraps239_analysis.txt,~/Documents/CsV/Automation/Junkyard_Symphony_Scraps239_analysis.txt,Junkyard_Symphony_Scraps239_analysis.txt,15.32,Small file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/rubbish-love-disarray-244_1_analysis.txt,~/Documents/CsV/Automation/rubbish-love-disarray-244_1_analysis.txt,rubbish-love-disarray-244_1_analysis.txt,15.10,Medium file | Markdown content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Kings_and_Queens_of_Litter_(Remastered)1_analysis.txt,~/Documents/CsV/Automation/Kings_and_Queens_of_Litter_(Remastered)1_analysis.txt,Kings_and_Queens_of_Litter_(Remastered)1_analysis.txt,14.03,Medium file | Text content | Automation Scripts related,Pending
/Users/steven/Music/analysis/rubbish-love-disarray-309_1_analysis 2.txt,~/Documents/CsV/Automation/rubbish-love-disarray-309_1_analysis 2.txt,rubbish-love-disarray-309_1_analysis 2.txt,13.39,Medium file | Markdown content | Automation Scripts related,Pending
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_Remix318_analysis.txt,~/Documents/CsV/Automation/Love_is_rubbish_Lets_Get_Trashy_Remix318_analysis.txt,Love_is_rubbish_Lets_Get_Trashy_Remix318_analysis.txt,11.44,Medium file | Markdown content | Automation Scripts related,Pending
