Filename,Duration,File Size,Creation Date,Original Path
01-Foreword-Author.mp3,0:03,59.06 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/01-Foreword-Author.mp3
01-Foreword-Author.mp3,59.06 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
01-Foreword-Core-Message.mp3,0:02,50.16 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/01-Foreword-Core-Message.mp3
01-Foreword-Core-Message.mp3,50.16 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
01-Foreword-Explanation.mp3,0:17,346.88 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/01-Foreword-Explanation.mp3
01-Foreword-Explanation.mp3,346.88 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
01-Foreword-Introduction.mp3,0:18,367.03 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/01-Foreword-Introduction.mp3
01-Foreword-Introduction.mp3,367.03 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
01-Foreword-Title.mp3,0:02,40.31 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/01-Foreword-Title.mp3
01-Foreword-Title.mp3,40.31 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
01-Foreword.mp3,0:44,867.66 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/01-Foreword.mp3
01-Foreword.mp3,867.66 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
01-foreword-segment-01.mp3,842.83 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
01-foreword-segment-01.mp3,Unknown,Unknown,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/01-foreword-segment-01.mp3
02-Chapter-Title.mp3,0:01,24.84 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Chapter-Title.mp3
02-Chapter-Title.mp3,24.84 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Contrast.mp3,0:07,147.19 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Contrast.mp3
02-Contrast.mp3,147.19 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Core-Metaphor.mp3,0:09,179.53 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Core-Metaphor.mp3
02-Core-Metaphor.mp3,179.53 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Divine-Perfection.mp3,0:17,332.81 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Divine-Perfection.mp3
02-Divine-Perfection.mp3,332.81 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Divine-Promise.mp3,0:19,385.78 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Divine-Promise.mp3
02-Divine-Promise.mp3,385.78 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Empowerment.mp3,0:13,272.81 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Empowerment.mp3
02-Empowerment.mp3,272.81 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Garden-Metaphor.mp3,0:17,337.97 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Garden-Metaphor.mp3
02-Garden-Metaphor.mp3,337.97 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Mastery.mp3,0:24,486.09 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Mastery.mp3
02-Mastery.mp3,486.09 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Mining-Metaphor.mp3,0:41,805.31 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Mining-Metaphor.mp3
02-Mining-Metaphor.mp3,805.31 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Mystical-Promise.mp3,0:14,286.41 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Mystical-Promise.mp3
02-Mystical-Promise.mp3,286.41 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Opening-Aphorism.mp3,0:17,345.94 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Opening-Aphorism.mp3
02-Opening-Aphorism.mp3,345.94 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Poem.mp3,0:15,301.41 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Poem.mp3
02-Poem.mp3,301.41 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Self-Discovery.mp3,0:12,234.38 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Self-Discovery.mp3
02-Self-Discovery.mp3,234.38 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Thought-and-Character.mp3,4.77 MB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Thought-and-Character.mp3,4:09,4.77 MB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Thought-and-Character.mp3
02-Ultimate-Power.mp3,0:14,280.78 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Ultimate-Power.mp3
02-Ultimate-Power.mp3,280.78 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
02-Universal-Law.mp3,0:24,469.69 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/02-Universal-Law.mp3
02-Universal-Law.mp3,469.69 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Absolute-Law.mp3,0:13,255.47 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Absolute-Law.mp3
03-Absolute-Law.mp3,255.47 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Attraction-Truth.mp3,0:13,258.28 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Attraction-Truth.mp3
03-Attraction-Truth.mp3,258.28 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Cause-and-Effect.mp3,0:15,307.50 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Cause-and-Effect.mp3
03-Cause-and-Effect.mp3,307.50 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Chapter-Title.mp3,0:02,43.12 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Chapter-Title.mp3
03-Chapter-Title.mp3,43.12 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Creative-Power.mp3,0:18,369.84 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Creative-Power.mp3
03-Creative-Power.mp3,369.84 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Cultivation.mp3,0:19,379.22 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Cultivation.mp3
03-Cultivation.mp3,379.22 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Divine-Power-Within.mp3,0:14,281.25 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Divine-Power-Within.mp3
03-Divine-Power-Within.mp3,281.25 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Effect-of-Thought-on-Circumstances.mp3,5:29,6.29 MB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Effect-of-Thought-on-Circumstances.mp3
03-Effect-of-Thought-on-Circumstances.mp3,6.29 MB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files
03-Final-Poem.mp3,0:33,649.22 KB,10-28-25,/Users/steven/Documents/Docs/As-a-man-thinketh/other_files/03-Final-Poem.mp3
