File_Path,File_Name,File_Size_Bytes,File_Type,Directory,Date_Modified,Permissions
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Kamala-Harris-Quotes-when-We-103036165.zip,Kamala-Harris-Quotes-when-We-103036165.zip,40126133,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug 10 00:29:58 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Kamala-Harris-Quotes-when-We-103036165.zip,Kamala-Harris-Quotes-when-We-103036165.zip,40126133,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug 10 00:29:58 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Kamala-Lovers-in-My-Harris-102600463.zip,Kamala-Lovers-in-My-Harris-102600463.zip,4558166,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug 10 00:26:10 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Kamala-Lovers-in-My-Harris-102600463.zip,Kamala-Lovers-in-My-Harris-102600463.zip,4558166,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug 10 00:26:10 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Generation-X-SVG-PNG-Gen-101037789.zip,Generation-X-SVG-PNG-Gen-101037789.zip,7669585,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug 10 01:12:31 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Generation-X-SVG-PNG-Gen-101037789.zip,Generation-X-SVG-PNG-Gen-101037789.zip,7669585,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug 10 01:12:31 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Voting-Is-My-Black-Job-101497143.zip,Voting-Is-My-Black-Job-101497143.zip,2070535,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug  9 23:53:42 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Voting-Is-My-Black-Job-101497143.zip,Voting-Is-My-Black-Job-101497143.zip,2070535,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug  9 23:53:42 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Kamala-Harris-2024-Lets-Win-102480546.zip,Kamala-Harris-2024-Lets-Win-102480546.zip,1206208,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug 10 02:32:18 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Kamala-Harris-2024-Lets-Win-102480546.zip,Kamala-Harris-2024-Lets-Win-102480546.zip,1206208,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug 10 02:32:18 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Kamala-Harris-2024-For-President-PNG-Graphics-102468169.zip,Kamala-Harris-2024-For-President-PNG-Graphics-102468169.zip,6412662,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug  9 22:21:48 2024
/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA/Kamala-Harris-2024-For-President-PNG-Graphics-102468169.zip,Kamala-Harris-2024-For-President-PNG-Graphics-102468169.zip,6412662,ZIP,/Volumes/DeVonDaTa/Archived_Projects/Backup_Data/Backups/Pictures/KAMALA,Aug  9 22:21:48 2024
